assists,damage_received,headshots,tier,traded,kills,matches,deaths,damage
2501,1410222,4768,platinum,1164,7965,480,6946,1501780
2501,1425627,4563,platinum,1182,7395,485,7221,1361610
2499,1167842,3489,platinum,1159,5908,399,6052,1134048
2499,1193977,3913,platinum,1074,5914,422,6109,1114906
2488,1434644,5201,platinum,1358,7618,466,7513,1472132
2481,1374969,3411,platinum,1188,6454,465,7320,1327627
2479,1287835,4345,platinum,1417,6693,423,6862,1273653
2474,1562672,5867,platinum,1693,7664,477,8231,1461527
2472,1443168,4828,platinum,1359,7120,477,7714,1369636
2465,1334265,4652,platinum,1257,6981,423,6765,1349361
2461,1151264,4703,platinum,995,6396,393,6251,1239113
2459,1426987,3849,platinum,1320,7488,436,7490,1400577
2455,1543062,6340,platinum,1529,8169,489,7920,1545795
2450,1403746,3590,platinum,1488,5805,431,7229,1194724
2432,1554608,3430,platinum,1546,8188,555,8280,1541321
2429,1515468,5488,platinum,1381,8026,500,7978,1540675
2414,1596472,4364,platinum,1444,7382,512,8328,1350461
2410,1530109,5873,platinum,1624,7928,482,8162,1489848
2410,1415534,3885,platinum,1316,6173,516,7478,1190669
2407,1311036,4399,platinum,1414,6158,431,7011,1184065
2405,1167729,3630,platinum,1169,5769,402,6212,1140631
2405,1456640,4097,platinum,1188,8154,453,7520,1519594
2404,1352608,3462,platinum,1280,6202,413,7044,1173549
2403,1525718,5425,platinum,1445,7553,487,7708,1433433
2401,1629136,4977,diamond,1627,7938,595,8628,1534183
2400,1185926,3897,platinum,1172,6160,394,6136,1138830
2394,1518238,5385,platinum,1578,7513,489,7960,1459563
2388,1216502,3517,platinum,1122,6323,403,6477,1271744
2382,1300252,3631,platinum,1193,6235,437,6719,1222310
2378,1472787,5787,platinum,1616,7570,478,7759,1439731
2372,1398577,4385,platinum,1161,7125,463,7316,1323955
2363,1704432,5341,diamond,1683,8511,562,8772,1524635
2362,1358274,4361,platinum,1262,7195,428,6780,1372811
2362,1401264,5118,platinum,1311,7931,457,7293,1499852
2355,1298986,4126,platinum,1154,7108,436,6599,1313595
2355,1438253,4576,platinum,1333,7113,460,7255,1357592
2349,1318771,4467,platinum,1273,6827,414,6757,1292408
2348,1354362,3560,gold,1149,6182,398,7145,1194840
2348,1238316,4578,platinum,1203,6666,421,6483,1250300
2347,1340280,5012,platinum,1383,7068,449,6992,1354167
2346,1434112,5500,platinum,1167,6881,438,7315,1241766
2343,1196608,4373,platinum,1190,6269,353,5816,1212360
2339,1202132,3461,platinum,1236,6170,392,6366,1197800
2333,1449403,4854,platinum,1249,7653,470,7607,1450889
2332,1519295,5278,platinum,1536,7591,475,7991,1475115
2326,1394471,3830,platinum,1197,7353,497,7334,1351078
2322,1306571,4711,platinum,1287,7035,421,6691,1356603
2320,1159363,3794,platinum,1005,6352,411,6100,1237666
2318,1278882,3698,platinum,1298,6209,453,6888,1190495
2317,1302957,4251,diamond,1118,6537,433,6871,1282426
2308,1160949,4359,platinum,1054,6470,394,5894,1269313
2300,1351891,3919,platinum,1186,5940,432,7127,1193661
2299,1346653,4417,platinum,1171,6800,443,6916,1317603
2298,1324315,4377,platinum,1291,7608,445,6817,1440312
2294,1349618,5516,platinum,1204,7826,429,6891,1463306
2291,1367668,4795,platinum,1335,7528,442,7143,1426940
2286,1320484,4192,platinum,1439,6604,421,6971,1273741
2286,1400245,4131,platinum,1408,7397,450,7160,1377945
2285,1435020,3782,platinum,1294,7916,469,7229,1491741
2284,1179013,3609,platinum,1047,6174,402,6143,1194098
2282,1220790,4341,platinum,1149,6811,430,6330,1301531
2276,1197256,4070,platinum,1236,6086,367,6181,1184165
2260,1355460,3695,diamond,1195,6690,432,6785,1283716
2259,1210195,3689,platinum,1071,6265,399,6350,1161737
2258,1195787,4051,platinum,1048,6553,415,6236,1250305
2258,1446576,3881,platinum,1377,6555,475,7681,1264755
2258,1394064,3740,platinum,1434,6811,443,7334,1253198
2243,1361555,4395,platinum,1261,7537,453,7092,1451990
2243,1425408,4435,platinum,1502,7264,455,7645,1364576
2242,1440855,4697,platinum,1323,7289,457,7299,1363011
2239,1512507,4732,gold,1394,7926,471,7715,1494584
2239,1379815,4095,platinum,1249,6806,428,7301,1282155
2238,1290732,3847,platinum,1214,6619,401,6756,1247539
2229,1365381,4179,platinum,1423,7396,433,7061,1307162
2229,1156873,3425,platinum,800,6884,363,5982,1306049
2229,1209023,4501,platinum,1134,6024,414,6317,1116320
2229,1162044,4596,platinum,802,6858,417,6069,1362424
2227,1485209,5388,platinum,1346,8484,500,7552,1542246
2227,1551113,4248,platinum,1273,7527,486,8052,1384785
2224,1350558,5075,platinum,1225,7562,435,6827,1436567
2223,1569752,5030,gold,1542,7542,492,7914,1423746
2219,1149973,3731,diamond,1113,6105,383,5983,1158332
2215,1220028,3945,platinum,1213,6509,393,6309,1245721
2210,1188218,3756,platinum,1223,5935,392,6096,1124722
2210,1459465,6017,platinum,1482,8119,504,7674,1541861
2208,1470792,4833,platinum,1337,7609,459,7460,1419993
2202,1385529,5357,platinum,1370,7561,451,7421,1463885
2201,1160290,3913,platinum,1047,6454,393,6271,1205637
2197,1427593,5564,platinum,1313,7784,475,7545,1446260
2194,1367690,4138,platinum,1153,8236,477,6890,1522195
2194,1312648,4762,platinum,1263,6923,421,6814,1315164
2194,1309953,3871,platinum,1241,5763,433,6787,1118887
2189,1300638,4630,platinum,1276,6955,432,6980,1316239
2182,1153221,3696,platinum,941,6688,394,5927,1269455
2182,1376692,4271,platinum,1323,6643,471,7309,1262632
2179,1196692,4338,platinum,1188,7353,411,6259,1377167
2179,1219353,4190,platinum,1136,6030,408,6362,1188951
2179,1286241,3978,platinum,1162,7753,438,6669,1407707
2176,1320699,4589,platinum,1361,7360,419,6815,1382717
2172,1233811,3769,platinum,1286,5786,407,6535,1148390
2171,1293533,5492,platinum,1322,7076,443,6723,1336762
2164,1278554,3476,platinum,1109,7412,403,6372,1348541
2162,1202440,3478,platinum,1119,6388,427,6306,1209455
2162,1405851,4789,platinum,1097,6854,428,6888,1322984
2161,1358099,5471,platinum,1171,7138,450,7034,1324155
2155,1314924,3952,platinum,1156,6844,445,7093,1285612
2149,1292620,4944,platinum,1270,6495,383,6796,1221855
2145,1222343,3979,platinum,1153,6274,377,6173,1197833
2144,1494717,4603,platinum,1349,7487,468,7492,1391361
2142,1534292,4885,platinum,1442,7385,475,8204,1385101
2142,1224170,4326,platinum,1212,6436,403,6360,1191669
2142,1232247,3946,platinum,1251,6446,396,6277,1200026
2141,1365209,4429,diamond,1185,7147,457,7271,1338948
2140,1177310,3998,gold,1117,5890,371,6199,1155123
2139,1233136,3920,platinum,1102,6580,436,6364,1252040
2137,1405949,3941,platinum,1334,7454,458,7485,1458904
2135,1159743,3931,platinum,1035,5886,372,6049,1125869
2132,1303351,4908,platinum,1365,6723,407,6679,1270921
2132,1395526,4417,platinum,1201,7263,455,7147,1355292
2130,1327227,4685,platinum,1393,6715,433,6889,1271119
2129,1190191,3290,gold,1259,6388,409,6137,1202980
2120,1321005,4043,platinum,1198,7289,425,6721,1369883
2111,1530439,4609,platinum,1540,7496,476,7855,1348939
2110,1286248,5117,diamond,1342,7250,452,6734,1382322
2107,1181949,3792,platinum,1060,6470,416,5994,1210604
2100,1422085,3798,platinum,1178,6927,426,6763,1328615
2096,1205315,3683,platinum,1054,6952,427,6228,1272288
2096,1299659,4234,platinum,1160,7045,417,6742,1363308
2095,1318685,4775,platinum,1174,7210,450,6800,1340048
2092,1216470,4408,platinum,1309,6508,357,6336,1236643
2090,1232427,4098,platinum,1215,6173,406,6494,1173734
2089,1283503,3833,platinum,1131,6005,384,6265,1139267
2089,1369605,4241,platinum,1323,6303,455,6913,1174602
2085,1223627,4279,platinum,1129,6047,404,6267,1145586
2083,1361746,4686,platinum,1227,7204,419,7117,1374883
2082,1193815,3960,platinum,1258,5780,343,6005,1102342
2081,1288973,4406,platinum,1158,7728,433,6635,1424214
2073,1200214,4349,platinum,1076,6854,396,6192,1348048
2064,1176667,3745,platinum,1032,6159,400,6171,1213898
2063,1371409,5286,platinum,1203,7155,441,6957,1340154
2060,1219785,4015,platinum,1181,6162,394,6271,1183587
2058,1172984,4441,gold,1074,6727,402,6074,1277568
2050,1509672,4257,platinum,1315,8257,469,8010,1545518
2048,1143044,4508,platinum,1058,6600,383,6028,1247135
2045,1294144,4230,platinum,1214,6467,435,6703,1238631
2045,1141285,4341,diamond,1079,6065,376,5844,1119915
2044,1608393,4852,platinum,1571,8067,524,8359,1522972
2043,1274511,3995,platinum,1255,6543,411,6533,1220661
2042,1178045,4080,platinum,1106,5961,402,6078,1134545
2042,1181444,3983,platinum,1300,6126,364,6162,1160038
2039,1172963,4241,platinum,915,6783,459,6046,1243622
2036,1300159,5668,platinum,1172,7003,425,6890,1301439
2034,1421952,4858,platinum,1421,7725,468,7613,1480185
2034,1548034,5455,platinum,1495,7375,514,7943,1384676
2033,1154756,3953,platinum,1096,5873,385,6191,1110032
2032,1344989,4915,platinum,1236,7139,469,6962,1378179
2031,1146797,4064,platinum,1005,6412,392,5921,1227348
2024,1323378,3578,platinum,1308,6725,389,6655,1232860
2024,1304704,3543,platinum,1329,6642,409,6536,1262947
2022,1368315,4136,platinum,1356,6817,427,6864,1286928
2017,1175300,4784,platinum,1059,6772,396,6175,1285277
2016,1300923,3849,platinum,1305,6482,409,6895,1250195
2013,1314535,4831,platinum,1174,7473,433,6981,1415406
2009,1200169,3497,platinum,960,6639,451,6366,1238095
2009,1163097,3752,platinum,1039,6796,392,5984,1267345
2007,1513813,5325,platinum,1432,7563,481,8063,1434318
2006,1343947,4477,gold,1270,6912,414,6711,1293056
2004,1233394,4407,platinum,1046,6770,402,6419,1315738
2000,1139619,3519,platinum,1148,5946,372,5970,1134118
1995,1313836,4627,platinum,1389,6561,407,6689,1260376
1989,1328538,4032,gold,1259,6286,466,7074,1200457
1985,1433042,4756,platinum,1385,7944,469,7424,1498787
1978,1150587,5131,platinum,1228,6591,389,5935,1251406
1977,1290508,4577,platinum,1177,6941,429,6708,1311811
1974,1310243,3913,platinum,1186,6962,429,6907,1316305
1966,1227653,3685,platinum,1080,6131,378,6251,1168993
1966,1310472,5143,platinum,1264,6786,454,6850,1290946
1964,1137699,3885,platinum,1034,6724,367,5676,1304280
1953,1354315,4014,platinum,1292,6374,412,7103,1260318
1952,1345021,5646,platinum,1239,7305,418,6814,1338416
1949,1187879,3530,platinum,1146,5957,375,6189,1103173
1947,1216544,5312,platinum,1019,7183,422,6220,1341322
1945,1425904,3761,platinum,1077,7157,444,7312,1352790
1944,1296649,4713,diamond,1175,6947,428,6539,1344614
1942,1279464,3490,platinum,1253,6114,423,6457,1153148
1931,1168706,4528,platinum,1187,6209,391,6177,1208030
1923,1207722,3838,diamond,1294,5964,364,6104,1104253
1919,1236877,4802,platinum,1184,6633,404,6490,1234143
1915,1192245,3935,platinum,1066,6353,381,6129,1202163
1914,1134121,3944,platinum,1107,6188,359,5800,1120595
1913,1182129,3927,platinum,1252,5914,371,6090,1151071
1912,1345864,5189,platinum,1224,7321,419,6841,1376937
1907,1174761,3894,platinum,1073,6203,357,6014,1188848
1907,1323798,4941,platinum,1338,6736,426,7092,1289351
1906,1137839,3941,platinum,1190,5786,359,5848,1115102
1906,1177053,3474,platinum,1023,6060,380,6176,1129328
1905,1224132,4568,platinum,1107,6419,416,6528,1222114
1903,1346815,4152,platinum,1378,7249,434,6975,1349770
1903,1308209,4253,platinum,1125,6760,421,6558,1293411
4443,2013371,5656,diamond,2353,7988,623,10544,1550861
4262,2114163,5098,diamond,2184,10133,710,11110,1934808
4234,1936327,4978,diamond,1978,8557,597,10100,1575181
4025,2317130,7441,ascendant,2216,12810,708,11934,2414422
3982,1963389,5947,diamond,2084,10105,634,10246,1898883
3840,2263279,7636,diamond,2383,12098,702,11739,2275199
3818,1792001,5475,diamond,1723,9690,636,9350,1890595
3700,1813468,5289,diamond,1790,8818,597,9551,1743314
3663,2605959,10353,diamond,2767,12970,792,13590,2446721
3651,1863216,5249,diamond,2033,8316,566,9772,1605382
3650,1612148,3868,diamond,1682,7327,549,8595,1408450
3579,1534783,4231,diamond,1672,6395,513,8186,1207987
3529,1942723,6336,diamond,2063,9836,590,9866,1946987
3500,1653455,5051,diamond,1396,8094,528,8425,1585488
3476,1853954,6697,diamond,1824,9998,597,9607,1900687
3456,1947335,6393,diamond,1957,10127,663,10270,1857758
3430,2044744,7638,diamond,2002,10940,657,10469,2057190
3426,2214495,8621,diamond,2058,12725,715,11528,2379111
3316,1708385,6575,diamond,1804,9208,552,8828,1762315
3280,2405835,9000,diamond,2437,12147,760,12690,2360467
3274,1614401,5143,diamond,1703,8441,533,8264,1640505
3267,1976470,6099,diamond,1982,9449,599,10159,1853936
3237,1732502,5391,diamond,1712,8686,607,9089,1650619
3235,1642323,4799,diamond,1720,8210,538,8393,1572768
3146,1810772,5302,diamond,1929,9014,597,9633,1635436
3132,1691131,6071,diamond,1844,8176,484,8576,1522548
3123,1544086,5789,diamond,1615,7656,510,7987,1462873
3101,1750113,5867,diamond,2049,8048,548,9076,1541711
3081,1401270,4255,diamond,1377,6613,424,7020,1262289
3066,1582874,5756,diamond,1660,7319,474,7998,1336394
3062,1213881,4496,diamond,1068,6764,435,6266,1267504
3041,1681667,4826,diamond,1781,7151,521,8804,1376276
3036,1730088,5212,diamond,1636,7997,543,9078,1489488
3032,1763244,6195,diamond,1768,9432,606,9183,1796127
3024,1423668,4477,ascendant,1490,7080,427,7277,1331223
3006,1904521,7125,diamond,1943,9597,586,9793,1835930
2991,1738700,4415,diamond,1700,8958,572,9069,1735469
2980,1594528,5604,diamond,1797,7572,494,8254,1465865
2963,1376069,3778,platinum,1366,6487,423,7271,1211433
2939,1269201,3697,diamond,1294,6127,425,6491,1148034
2929,1403428,4034,diamond,1245,6641,461,7548,1277784
2926,1452877,4353,diamond,1226,8525,489,7710,1560168
2912,1525168,3835,diamond,1654,6096,494,8119,1252145
2870,1735729,3770,diamond,1788,9244,562,8960,1655185
2857,1381430,3627,diamond,1392,6206,463,7141,1244237
2855,1554282,5991,diamond,1318,8234,541,8239,1558391
2849,1774327,5429,diamond,1618,8659,595,9336,1678682
2842,1663924,5707,diamond,1897,8622,552,8734,1686954
2842,1770805,5700,diamond,1763,8390,593,9317,1640386
2837,1380900,3728,diamond,1398,6337,461,7088,1217351
2834,1890557,6806,diamond,1925,9811,590,9777,1859808
2818,1784968,6318,diamond,1654,8676,595,9263,1614037
2818,1160513,3989,diamond,1268,5898,416,6303,1090745
2802,1611210,5325,diamond,1619,8269,544,8328,1531696
2788,1410287,4867,diamond,1401,6865,448,7160,1257354
2781,1547593,4808,diamond,1883,7433,489,8315,1417953
2756,1234184,3957,diamond,1190,6342,446,6500,1223846
2753,1600249,5931,diamond,1792,8040,529,8635,1541375
2743,1604521,4161,platinum,1600,8139,515,8160,1541223
2729,1286422,4604,diamond,1258,6540,435,6650,1260413
2724,1455510,4925,diamond,1397,7172,481,7538,1350940
2723,1697588,5682,diamond,1669,8370,522,8455,1549088
2718,1614877,5606,diamond,1693,7125,509,8196,1317185
2711,1404297,4701,diamond,1291,7204,459,7375,1380171
2693,1248186,3729,diamond,1299,5948,427,6625,1139707
2691,1269709,4070,diamond,1221,6627,411,6357,1251690
2690,1649280,6852,diamond,1668,9244,507,8394,1719848
2683,1366562,4357,diamond,1374,6861,434,7075,1327101
2682,1265926,3711,diamond,1338,6299,406,6485,1212603
2674,1782017,6144,diamond,1927,9546,579,9299,1773350
2635,1250255,3929,diamond,1147,5810,440,6706,1115099
2623,1275297,3769,diamond,1251,5997,424,6562,1165545
2605,1727149,5771,diamond,1644,8863,517,8898,1729026
2604,1538429,4577,diamond,1703,7762,497,7917,1413744
2603,1468092,4774,diamond,1335,7257,460,7852,1418348
2600,1732499,5289,diamond,1904,8848,552,8858,1705224
2600,1534696,6296,diamond,1711,8395,513,8072,1550734
2598,1222000,3956,diamond,1305,6199,425,6309,1190184
2590,1660964,5176,diamond,1949,7892,524,8728,1524486
2589,1721365,6992,ascendant,1705,8710,591,8789,1617658
2574,1190830,3899,diamond,1327,5957,407,6258,1111029
2567,1669164,6415,diamond,1823,9183,522,8688,1691073
2556,1681159,6272,diamond,1613,8734,507,8569,1617576
2554,1487889,3799,diamond,1223,7501,488,7557,1443879
2548,1371089,5361,diamond,1347,6824,434,7132,1274428
2542,1705011,7331,ascendant,1964,9482,577,8914,1757071
2539,1211876,3628,diamond,1214,5916,371,6157,1162926
2531,1396578,4557,platinum,1353,6789,457,7206,1299900
2527,1255085,4895,diamond,1219,7308,466,6623,1385490
2527,1456474,5249,ascendant,1625,6967,455,7608,1303278
2527,1144336,4182,diamond,1126,5936,370,5946,1145743
2522,1155423,4728,diamond,1086,6737,386,6014,1246143
2512,1284168,3772,diamond,1169,5947,426,6566,1114948
2510,1204123,4767,diamond,1241,6876,402,6298,1320531
2504,1277577,3758,diamond,1281,5910,401,6569,1133050
2500,1493420,3838,platinum,1396,7514,468,7616,1462646
2494,1243684,4178,diamond,1302,5824,403,6452,1086989
2487,1821504,5800,diamond,2011,9298,593,9477,1746486
2483,1504245,5329,diamond,1885,7102,469,7814,1353587
2480,1187549,4169,diamond,1048,6399,456,6315,1194215
2475,1157980,3598,diamond,1243,5894,371,6023,1094799
2473,1436343,4714,diamond,1201,7273,486,7432,1369171
2463,1282489,4563,diamond,1337,6590,435,6772,1274116
2461,1376983,4995,diamond,1352,6944,418,6854,1276061
2450,1462832,4049,diamond,1351,8157,505,7735,1574126
2448,1399586,4453,diamond,1195,6977,463,7179,1320718
2448,1229137,3924,diamond,1181,6072,397,6533,1146081
2441,1425500,4341,diamond,1309,6758,426,7032,1271420
2428,1745957,4480,diamond,1406,9035,520,8873,1698302
2422,1186794,3862,diamond,1170,5805,419,6221,1107345
2408,1618813,5780,diamond,1703,8695,486,7968,1607220
2403,1111769,4174,diamond,1153,5975,398,5796,1138756
2403,1367797,4809,platinum,1188,7184,434,7024,1400494
2393,1250181,5021,diamond,1299,7434,440,6454,1390754
2386,1253038,4484,diamond,1302,6412,404,6520,1186232
2386,1285417,4428,diamond,1406,5922,381,6731,1132382
2369,1820153,7036,diamond,1699,9078,582,9462,1679672
2369,1219925,3656,diamond,1160,6437,420,6384,1187827
2367,1284202,4099,diamond,1268,6796,409,6440,1262753
2363,1116386,4130,diamond,1194,5948,383,5861,1144188
2361,1197779,4799,diamond,1038,6215,427,6258,1129381
2353,1501903,5952,diamond,1633,8098,487,7830,1541713
2352,1471804,5314,diamond,1397,7028,422,7620,1337689
2352,1650460,5673,diamond,1749,8594,537,8440,1628668
2350,1359316,4874,diamond,1146,6970,476,7234,1321719
2348,1280309,5123,platinum,1198,6928,422,6493,1301321
2347,1206560,3709,diamond,1239,6026,387,6295,1138509
2337,1402362,3827,diamond,1689,5763,447,7327,1131147
2335,1587533,6703,diamond,1131,9110,581,8172,1744521
2332,1391596,4599,platinum,1333,7236,456,7079,1382171
2331,1551364,4928,diamond,1631,7901,498,8051,1484743
2328,1105552,3728,diamond,1177,5644,350,5840,1086240
2327,1215624,3957,diamond,1198,6246,346,6217,1208719
2326,1217892,3778,diamond,1265,6138,397,6322,1215399
2326,1209998,4956,diamond,1039,6870,407,6486,1256400
2325,1217396,3893,diamond,1253,5772,395,6276,1089517
2320,1124930,3936,diamond,1233,5609,372,6031,1104547
2312,1283770,3970,diamond,1203,7285,428,6504,1314291
2311,1171327,3716,diamond,1332,6603,394,6119,1247028
2307,1366238,6329,diamond,1179,7866,445,7060,1436546
2303,1193555,3540,diamond,1120,5955,409,6291,1184214
2302,1160076,4565,diamond,1222,5947,352,5889,1093273
2294,1199734,3544,diamond,1182,6338,423,6311,1194583
2294,1216137,3774,diamond,1294,5652,361,6330,1092857
2294,1356418,5467,ascendant,1275,8125,479,6863,1482871
2292,1149281,4224,diamond,1028,6039,395,6107,1203430
2286,1187054,3882,diamond,1327,6182,389,6089,1175056
2282,1404360,4275,diamond,1406,6218,409,7372,1122921
2279,1145461,3598,diamond,1104,5857,395,5869,1092472
2275,1252141,5227,diamond,1372,6817,387,6476,1281436
2272,1226116,4326,diamond,1390,6204,421,6593,1178698
2265,1121692,3569,diamond,935,5877,397,5896,1156496
2259,1183485,3906,diamond,1061,6368,388,6275,1204812
2256,1208354,4819,diamond,1146,6337,397,6067,1219348
2254,1518532,6258,diamond,1673,8635,493,7891,1607668
2254,1429460,5151,ascendant,1469,7043,469,7650,1332657
2254,1423642,4947,diamond,1307,6755,449,7155,1282579
2253,1155149,3638,diamond,1267,5780,358,6231,1142754
2253,1263222,4729,diamond,1277,6696,397,6515,1279013
2252,1111836,4722,diamond,952,5854,377,5838,1116344
2249,1243496,5135,diamond,1195,6684,416,6441,1255787
2249,1111397,4218,diamond,1194,6056,380,5650,1131492
2238,1187941,4061,diamond,1174,6162,411,6194,1202437
2233,1461737,5865,diamond,1367,8555,469,7783,1603817
2225,1422008,6108,ascendant,1673,7964,445,7354,1480996
2224,1213877,4577,diamond,1296,6527,423,6445,1230846
2216,1393899,5847,diamond,1318,7693,431,7246,1478472
2212,1285595,4987,diamond,1290,6893,415,6727,1301372
2211,1138895,3969,diamond,1106,6109,361,5695,1184496
2207,1362827,5306,diamond,1304,7042,453,7369,1293699
2196,1285440,3946,diamond,1317,6263,406,6383,1188333
2192,1501650,5556,diamond,1703,7694,490,7858,1463806
2184,1179724,4266,diamond,1104,6325,406,6052,1219529
2184,1204177,3787,diamond,1165,6096,371,6239,1162090
2179,1286920,4962,diamond,1372,6694,403,6736,1283859
2179,1145753,3924,diamond,1202,5825,388,6024,1101671
2172,1380412,4575,diamond,1323,7129,452,7022,1390611
2164,1207113,3540,diamond,1130,5618,413,6371,1099569
2157,1185761,4602,ascendant,1236,5932,377,6220,1107297
2156,1240045,4269,diamond,1241,6408,406,6163,1175962
2154,1120348,3687,diamond,1003,5830,361,5598,1084204
2153,1423281,5390,diamond,1783,7152,451,7536,1348756
2152,1210716,4951,diamond,1146,6518,422,6396,1194255
2148,1129220,3720,diamond,1202,5872,348,5908,1146373
2145,1177788,4143,diamond,1199,6088,391,6206,1165371
2144,1389991,4605,diamond,1258,7394,421,6781,1392255
2140,1266696,4848,diamond,1209,6424,426,6465,1200379
2134,1177475,3627,diamond,1280,5680,357,5984,1114637
2132,1162547,4154,diamond,1171,6391,395,6118,1230366
2131,1237573,4331,diamond,1307,6612,388,6471,1293435
2129,1117176,4132,ascendant,1139,5876,375,5701,1122498
2129,1167960,3718,platinum,1136,6041,371,5961,1192106
2117,1230427,4072,diamond,1277,5771,402,6415,1115175
2117,1236005,3687,diamond,1237,6191,458,6687,1163705
2110,1175445,4030,diamond,1137,6052,406,6154,1167874
2106,1179284,4733,diamond,1160,6425,401,6142,1218701
2099,1266764,3476,platinum,1220,6154,447,6804,1180402
2096,1158474,3605,diamond,1077,5832,385,6101,1118528
2096,1271947,4480,diamond,1325,6888,425,6669,1299463
2094,1161364,3994,diamond,1131,5828,386,6123,1122419
2093,1131243,4166,diamond,1048,5859,385,5955,1154881
2088,1374464,5736,diamond,1384,7684,435,7069,1468822
2085,1105004,3968,diamond,1062,5855,397,5772,1096319
2083,1115885,3989,diamond,952,6250,387,5664,1174256
2081,1218391,4354,diamond,1273,6208,403,6271,1158858
2075,1155837,3545,diamond,1171,6184,377,6003,1192512
2068,1240700,4330,diamond,1389,5849,391,6563,1158798
2062,1366172,4900,diamond,1334,6942,436,6960,1296382
2062,1282351,4688,diamond,1235,7135,453,6700,1354551
2060,1561109,5690,diamond,1391,8000,484,8207,1515730
2057,1178258,4557,diamond,1038,6214,396,6114,1155894
2055,1167644,4403,diamond,1193,6298,386,6129,1210181
2054,1143257,3987,diamond,1285,5642,349,5987,1089970
2053,1209207,4390,diamond,1110,6226,394,6447,1204633
2048,1146921,3535,diamond,1189,5837,374,6065,1113759
2045,1211396,4615,diamond,1391,6455,396,6289,1250069
2044,1124266,4511,diamond,1077,6019,395,6054,1144309
2043,1503075,5636,diamond,1370,8564,462,7682,1577946
2042,1231470,4906,diamond,1047,7102,413,6615,1319646
2041,1208301,4439,ascendant,1291,6391,387,6356,1236472
2039,1160757,4758,diamond,1172,6144,352,5980,1168096
2034,1253659,4559,diamond,1129,6684,406,6471,1247554
2030,1216646,4566,diamond,1204,6390,420,6291,1209442
2030,1153626,4287,diamond,1209,6191,358,6003,1183245
2025,1264794,4378,diamond,1126,6584,388,6418,1193768
2023,1226839,4620,diamond,1083,6847,422,6446,1280914
2014,1208935,4330,diamond,1283,6199,376,6401,1172580
2012,1410801,4659,diamond,1340,6954,415,6876,1335723
2002,1275698,3628,diamond,1322,5900,398,6576,1131192
2001,1196766,4680,diamond,1158,6239,401,6326,1200299
1998,1269341,4877,diamond,1239,6833,413,6546,1309227
1997,1203351,4854,ascendant,1101,6453,394,6020,1238261
1994,1180878,4902,diamond,1272,6280,384,6002,1204636
1993,1239244,5123,diamond,1152,7199,395,6286,1387777
1992,1435683,5038,diamond,1251,7461,459,7375,1410667
1992,1256280,3698,diamond,1101,6296,412,6542,1161822
1992,1147435,3501,platinum,973,5717,402,6100,1122042
1991,1392131,4307,diamond,1169,7168,410,6806,1371413
1989,1150679,4596,diamond,1111,6500,375,5864,1219605
1987,1211665,4441,diamond,1203,6296,402,6429,1191640
1987,1119356,3613,diamond,1035,5814,316,5788,1135368
1986,1269711,4156,diamond,1163,6378,376,6354,1223965
1982,1207169,4247,diamond,1092,7007,404,6221,1343847
1982,1146083,4778,diamond,1099,6375,363,5936,1234261
1981,1474363,5567,diamond,1363,8331,471,7682,1575472
1981,1200121,4657,diamond,1320,6196,384,6324,1201593
1978,1269950,4840,diamond,1234,6626,418,6409,1219501
1977,1119420,4057,diamond,1261,5914,350,5753,1142484
1977,1158624,3942,diamond,1226,6398,384,5949,1196008
1972,1167795,3970,diamond,1029,6079,391,5910,1164699
1970,1236247,4308,diamond,1167,6075,403,6422,1170407
1968,1199193,4227,diamond,1233,6487,375,6115,1235589
1964,1268229,4442,diamond,1205,6336,431,6516,1228810
1960,1133319,3842,diamond,1203,6053,384,5929,1162957
1959,1382972,4967,diamond,1402,7558,440,7083,1453813
1955,1476222,5723,diamond,1248,8261,496,7705,1522893
1948,1133552,3717,diamond,1150,5887,388,6057,1126626
1948,1244268,4251,diamond,1314,6147,382,6485,1171910
1943,1104949,4518,ascendant,1020,6586,387,5570,1211968
1942,1159108,4008,diamond,1191,5626,387,6047,1087387
1941,1132917,3952,diamond,1072,6152,364,5669,1183682
1941,1155517,4309,diamond,1133,5849,376,6069,1103617
1935,1264264,4080,diamond,1383,6269,407,6543,1179040
1934,1125280,3973,ascendant,1259,5890,371,6002,1116852
1926,1201252,4489,diamond,1161,5812,381,6136,1125672
1924,1181575,3782,diamond,1174,6453,356,6212,1163782
1924,1176153,4207,diamond,1166,5808,407,6370,1110845
1923,1397281,4990,diamond,1178,7664,497,7300,1431400
1921,1109821,4027,diamond,1002,5761,381,5764,1095820
1920,1145080,3915,diamond,1202,5793,381,5924,1105533
1918,1155525,3570,diamond,1215,5522,372,5985,1086355
1915,1244259,3878,diamond,1112,6360,404,6520,1168935
1912,1205365,4789,diamond,1311,6283,363,6142,1156037
1911,1428734,7480,diamond,1297,8722,449,7154,1619717
1910,1103919,3807,platinum,1148,5717,366,5710,1108616
1910,1182276,3923,diamond,1140,5596,365,6036,1093097
1907,1246069,5499,diamond,1242,6853,400,6544,1277365
1906,1239356,4545,diamond,1145,6597,388,6406,1197392
1904,1143567,3827,diamond,1100,6416,375,5947,1194758
1902,1724796,7805,diamond,1738,9390,521,8818,1722210
1893,1207392,5408,diamond,1257,7012,402,6483,1306067
1893,1384359,4635,platinum,1165,7336,430,6711,1404074
